,Altitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers,Total.Injuries
859,386.5,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,IMC,APPROACH,2,2
860,19.1,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
861,258.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
862,8.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
863,10522.6,FATAL,DESTROYED,2,TURBO JET,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,IMC,CRUISE,1,1
864,1351.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,2,VMC,DESCENT,3,1
865,14.1,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
866,99,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
867,466.7,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,6,0,0,0,VMC,TAKEOFF,6,6
868,93,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,IMC,TAKEOFF,1,1
869,382.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
870,897,FATAL,SUBSTANTIAL,1,TURBO JET,PART 91: GENERAL AVIATION,BUSINESS,2,0,0,5,VMC,LANDING,7,2
871,897,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,5,VMC,TAKEOFF,7,2
872,10721,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,CRUISE,2,1
873,1526.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
874,1293.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
875,22.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
876,773.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
877,543.7,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,CLIMB,1,1
878,27.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
879,41.5,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,1,1
880,40.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
881,183.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
882,78,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
883,226.8,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
884,228.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,TAKEOFF,2,1
885,885.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
886,10926.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,MANEUVERING,1,1
887,382.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
888,9.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
889,0.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,2,VMC,TAKEOFF,3,1
890,10965.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,CRUISE,2,1
891,24.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,FLIGHT TEST,0,0,0,2,VMC,TAKEOFF,2,0
892,4.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
893,4.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
894,522,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
895,1200.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
896,221,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
897,10964,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,1,1
898,37.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
899,262.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
900,229.4,NON-FATAL,SUBSTANTIAL,2,TURBO JET,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,9,VMC,LANDING,9,0
901,74.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
902,35,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
903,95.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
904,10118.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,CRUISE,1,1
905,151.7,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,LANDING,2,2
906,65.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
907,14.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
908,120.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,IMC,LANDING,2,2
909,10621.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,CRUISE,2,0
910,122.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,STANDING,1,1
911,10873.4,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,0,0,1,0,VMC,CRUISE,1,1
912,5.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
913,700,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,DESCENT,2,2
914,903.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAKEOFF,1,1
915,700.2,FATAL,SUBSTANTIAL,1,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,APPROACH,2,2
916,70,INCIDENT,MINOR,1,TURBO FAN,"NON-U.S., NON-COMMERCIAL",FERRY,0,0,0,2,VMC,LANDING,2,0
917,3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,0,0,0,2,VMC,TAKEOFF,2,0
918,38.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
919,674.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,APPROACH,2,1
920,488.3,FATAL,DESTROYED,1,TURBO PROP,PART 91: GENERAL AVIATION,BUSINESS,3,0,0,0,IMC,CLIMB,3,3
921,569.1,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,1,1
922,692.4,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,1,1
923,11.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
924,1420.5,FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,DESCENT,1,1
925,365.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
926,8935,FATAL,DESTROYED,1,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,IMC,GO-AROUND,2,2
927,299.7,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,IMC,LANDING,2,0
928,13.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAXI,2,0
929,1714,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
930,445.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
931,1434.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
932,215.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
933,10698.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,CRUISE,2,0
934,141.4,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,IMC,TAKEOFF,2,2
935,41.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,IMC,LANDING,1,0
936,0,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
937,225.6,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAXI,1,0
938,10543.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,CRUISE,2,0
939,73.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
940,26.2,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
941,629.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,APPROACH,2,2
942,10785.2,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,1,0,0,0,VMC,MANEUVERING,1,1
943,1847.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
944,1529.8,NON-FATAL,MINOR,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,2,VMC,APPROACH,3,1
945,0,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,4,0,0,VMC,TAKEOFF,4,4
946,421.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAXI,1,1
947,10967.1,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,1,1
948,177.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,CLIMB,1,1
949,123.5,NON-FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
950,10890.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,GO-AROUND,1,1
951,1735.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,2,VMC,CLIMB,4,2
952,445.6,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
953,6.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
954,38.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
955,1542.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,TAKEOFF,2,2
956,10776,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,CRUISE,1,1
957,1467.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
958,1310.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,0,0,0,1,VMC,LANDING,1,0
959,305.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAXI,1,0
960,1379.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
961,405.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,0,0,0,1,VMC,APPROACH,1,0
962,306.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,TAKEOFF,4,0
963,60.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
964,331.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,STANDING,1,0
965,1182.1,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
966,559.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
967,14.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAXI,1,0
968,282.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,APPROACH,1,1
969,1666.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,5,VMC,TAKEOFF,5,0
970,33.9,FATAL,DESTROYED,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,5,0,0,0,IMC,TAKEOFF,5,5
971,10741.1,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,1,1
972,5.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
973,8.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
974,445.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
975,311.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
976,19.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
977,63.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAXI,2,0
978,63.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAXI,2,0
979,164.1,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,IMC,LANDING,2,0
980,16.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
981,10790.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,MANEUVERING,3,0
982,96.6,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,1,1
983,430,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,3,0,0,0,VMC,CLIMB,3,3
984,313.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,LANDING,2,2
985,0.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
986,697.8,FATAL,DESTROYED,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,1,1
987,311.9,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,IMC,APPROACH,2,2
988,583.6,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,2,0,0,VMC,CLIMB,4,4
989,366.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
990,6.1,NON-FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
991,180,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
992,678.5,FATAL,DESTROYED,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,5,0,0,0,VMC,APPROACH,5,5
993,546.3,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,1,1
994,6.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
995,642.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,DESCENT,2,0
996,13.1,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
997,476.2,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,0,2,2,0,VMC,APPROACH,4,4
998,190,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
999,74.5,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,4,0
1000,88.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,3,VMC,LANDING,4,1
1001,140.5,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
1002,147.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
1003,216.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1004,651.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
1005,1.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1006,432,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,PUBLIC AIRCRAFT,0,0,0,1,VMC,LANDING,1,0
1007,728.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
1008,456.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,APPROACH,2,2
1009,49.2,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,4,0,0,VMC,APPROACH,4,4
1010,0.3,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
1011,37,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1012,570.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,APPROACH,2,2
1013,10912.7,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,IMC,GO-AROUND,1,1
1014,311.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
1015,200.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
1016,782.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,TAKEOFF,2,2
1017,282,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
1018,572.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
1019,9098,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,MANEUVERING,1,0
1020,9760.5,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,1,1
1021,10969,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,MANEUVERING,1,1
1022,733.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1023,680.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,APPROACH,2,0
1024,663.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,APPROACH,2,0
1025,287.9,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
1026,4.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1027,7.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1028,793.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,TAXI,3,0
1029,463.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,1,IMC,APPROACH,1,0
1030,27.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,POSITIONING,0,0,0,1,VMC,LANDING,1,0
1031,19.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
