Altitude,Latitude,Longitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers
197.2,42.911111,-82.528889,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,1,5,VMC,CRUISE,6
237.2,41.411667,-81.849722,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,POSITIONING,0,0,0,6,VMC,TAXI,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,6,VMC,LANDING,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,6,VMC,LANDING,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,6,VMC,LANDING,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO JET,EXECUTIVE/CORPORATE,0,0,0,6,VMC,APPROACH,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,2,4,IMC,CRUISE,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,TAKEOFF,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,LANDING,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,6,VMC,TAKEOFF,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,6,0,0,VMC,CLIMB,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,TAXI,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,CLIMB,6
367.2,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO PROP,UNKNOWN,0,1,0,5,VMC,STANDING,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,6,VMC,LANDING,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,2,4,IMC,TAKEOFF,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,LANDING,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,TAKEOFF,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,TAKEOFF,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,6,VMC,CRUISE,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,6,IMC,APPROACH,6
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,2,TURBO PROP,BUSINESS,0,0,6,0,IMC,LANDING,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,4,TURBO PROP,UNKNOWN,0,0,0,6,VMC,LANDING,6
367.2,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,5,0,0,0,,TAKEOFF,5
3.9,26.790277,-80.692777,FATAL,DESTROYED,4,RECIPROCATING,UNKNOWN,5,0,0,0,VMC,CRUISE,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,5,0,0,0,,CRUISE,5
,32.318334,-78.066111,FATAL,DESTROYED,2,TURBO PROP,PERSONAL,5,0,0,0,VMC,CLIMB,5
10.5,33.696111,-117.884444,FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,5,0,0,0,VMC,APPROACH,5
1447.4,62.790277,-151.225278,FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,5,0,0,0,VMC,CRUISE,5
1.3,19.098055,72.834166,FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,5,0,0,0,,MANEUVERING,5
34.1,27.946389,-81.773889,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,5,0,0,0,IMC,TAKEOFF,5
22.4,17.7,-64.8175,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,5,0,0,0,VMC,APPROACH,5
24.7,-4.244444,-55.998333,FATAL,DESTROYED,1,UNKNOWN,PERSONAL,5,0,0,0,UNK,MANEUVERING,5
0,10.647222,-66.741944,FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,5,0,0,0,VMC,CLIMB,5
85,38.714722,-9.346111,FATAL,DESTROYED,2,TURBO PROP,BUSINESS,5,0,0,0,VMC,TAKEOFF,5
171.4,61.798055,-161.498889,FATAL,DESTROYED,1,RECIPROCATING,OTHER WORK USE,5,0,0,0,VMC,CRUISE,5
171.4,61.798055,-161.498889,FATAL,DESTROYED,1,TURBO PROP,UNKNOWN,5,0,0,0,VMC,CRUISE,5
166.3,32.5775,-116.948889,FATAL,SUBSTANTIAL,2,TURBO JET,OTHER WORK USE,5,0,0,0,VMC,APPROACH,5
166.3,32.5775,-116.948889,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,APPROACH,5
1552.6,40.011944,-105.052778,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,GO-AROUND,5
2076.1,38.218056,-107.745277,FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,5,0,0,0,VMC,APPROACH,5
341.2,37.341944,-93.466945,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,5,0,0,0,IMC,APPROACH,5
1907.8,38.893889,-119.995277,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,TAKEOFF,5
86.1,40.776389,-74.476389,FATAL,DESTROYED,1,TURBO PROP,PERSONAL,5,0,0,0,VMC,CLIMB,5
91.7,30.947222,-96.268611,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,5,0,0,0,IMC,DESCENT,5
27.6,61.414722,-149.506667,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,TAKEOFF,5
1343.5,30.400833,-103.665833,FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,5,0,0,0,VMC,TAKEOFF,5
0,17.9,-87.966667,FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,5,0,0,0,,APPROACH,5
42.7,40.189444,-74.119167,FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,5,0,0,0,VMC,MANEUVERING,5
201,36.130556,-96.080278,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,IMC,MANEUVERING,5
1433.5,38.929167,-119.818334,FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,5,0,0,0,VMC,MANEUVERING,5
1452.7,34.935555,-104.6425,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,TAKEOFF,5
368.9,35.472223,-97.667223,FATAL,DESTROYED,2,TURBO JET,BUSINESS,5,0,0,0,VMC,TAKEOFF,5
180.6,33.882223,-117.6175,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,APPROACH,5
180.6,33.882223,-117.6175,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,APPROACH,5
1007.8,36.433611,-82.102778,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,CLIMB,5
2130.9,33.459167,-105.453333,FATAL,DESTROYED,2,TURBO PROP,UNKNOWN,5,0,0,0,VMC,MANEUVERING,5
14.7,30.470556,-85.648611,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,5,0,0,0,IMC,CRUISE,5
1322.8,34.880278,-112.253333,FATAL,DESTROYED,2,TURBO PROP,PERSONAL,5,0,0,0,VMC,MANEUVERING,5
0,26.3,-80.05,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,CRUISE,5
0,26.3,-80.05,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,CRUISE,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,MANEUVERING,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,APPROACH,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,5,0,0,0,VMC,MANEUVERING,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,IMC,CRUISE,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,VMC,CLIMB,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,EXECUTIVE/CORPORATE,5,0,0,0,VMC,TAKEOFF,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,PUBLIC AIRCRAFT,5,0,0,0,IMC,GO-AROUND,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,5,0,0,0,IMC,APPROACH,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,5,0,0,0,IMC,GO-AROUND,5
238.8,33.953889,-117.418611,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,4,1,0,0,IMC,CLIMB,5
422.1,37.397777,-92.208333,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,4,1,0,0,VMC,TAKEOFF,5
113.9,62.181667,-150.506667,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,4,0,0,1,VMC,MANEUVERING,5
113.9,62.181667,-150.506667,FATAL,MINOR,1,RECIPROCATING,PERSONAL,4,0,0,1,VMC,MANEUVERING,5
190.2,45.888055,-84.747222,FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,4,1,0,0,VMC,TAKEOFF,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,4,1,0,0,VMC,TAKEOFF,5
367.2,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,4,1,0,0,VMC,MANEUVERING,5
260,63.712778,91.851944,FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,3,2,0,0,,APPROACH,5
367.2,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,3,0,2,0,,LANDING,5
183.7,-5.656667,-51.608056,FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,3,2,0,0,,TAKEOFF,5
93.4,39.410833,-77.3825,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,3,0,1,1,VMC,APPROACH,5
197.7,42.164444,-87.898055,FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,3,1,1,0,VMC,APPROACH,5
141.2,36.351389,-92.539444,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,3,1,1,0,VMC,TAKEOFF,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,3,2,0,0,IMC,GO-AROUND,5
228.2,41.695833,-86.296111,FATAL,DESTROYED,2,TURBO FAN,BUSINESS,2,3,0,0,VMC,DESCENT,5
360.8,38.272223,-78.89,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,2,0,0,3,VMC,MANEUVERING,5
23.5,30.398611,-84.3025,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,2,1,2,0,IMC,APPROACH,5
336,48.305833,-120.660278,FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,2,0,3,0,VMC,LANDING,5
367.2,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,2,1,2,0,VMC,TAKEOFF,5
16.7,-2.765,-60.631389,FATAL,SUBSTANTIAL,4,TURBO PROP,UNKNOWN,1,0,4,0,,LANDING,5
178.1,7.870278,-63.399444,FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,1,4,0,0,UNK,CLIMB,5
422.3,4.161944,-73.618611,FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,1,1,0,3,VMC,APPROACH,5
1.1,59.64,-151.501111,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,1,0,4,0,VMC,LANDING,5
34.9,61.215556,-149.867223,FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,1,4,0,0,VMC,TAKEOFF,5
363.7,35.553056,-97.625278,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,1,4,0,0,VMC,CLIMB,5
8.4,26.536111,-81.755278,INCIDENT,SUBSTANTIAL,2,TURBO PROP,PERSONAL,1,0,0,4,VMC,CLIMB,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,PUBLIC AIRCRAFT,1,4,0,0,VMC,TAKEOFF,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,1,3,1,0,IMC,TAKEOFF,5
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,1,4,0,0,VMC,CRUISE,5
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
286.6,33.226945,-84.275,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
12,32.898611,-80.040555,NON-FATAL,SUBSTANTIAL,2,TURBO JET,EXECUTIVE/CORPORATE,0,0,0,5,IMC,LANDING,5
469.6,36.367223,-82.181667,NON-FATAL,DESTROYED,2,TURBO FAN,BUSINESS,0,0,3,2,VMC,LANDING,5
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,BUSINESS,0,0,0,5,UNK,TAKEOFF,5
1701.7,62.967223,-150.748889,NON-FATAL,SUBSTANTIAL,4,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,TAXI,5
12.7,59.443889,-151.705,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
0,55.351944,-132.491944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,LANDING,5
366.3,-25.186666,-64.081389,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,0,0,0,5,,LANDING,5
1674.8,38.966945,-117.182778,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
0,24.651389,-82.867223,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
1154.7,-25.607778,30.514444,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,0,5,0,0,,CRUISE,5
998.8,37.158611,-113.307222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,3,VMC,CLIMB,5
421,47.457778,8.548611,INCIDENT,MINOR,1,TURBO JET,UNKNOWN,0,0,0,5,,LANDING,5
193.7,45.482223,-85.780834,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,3,2,VMC,TAKEOFF,5
193.7,45.482223,-85.780834,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,3,2,VMC,LANDING,5
367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,4,TURBO FAN,UNKNOWN,0,0,0,5,,APPROACH,5
190,45.876111,-84.636944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,APPROACH,5
1666.3,43.064167,-108.459722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,0,0,0,5,,LANDING,5
14.5,37.361944,-121.926667,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,5,VMC,LANDING,5
0,58.350278,-134.691111,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,0,0,0,5,VMC,APPROACH,5
237,29.528334,-98.467223,NON-FATAL,SUBSTANTIAL,1,UNKNOWN,PERSONAL,0,0,0,5,VMC,LANDING,5
267.1,38.838055,-92.0025,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,3,VMC,MANEUVERING,5
127.7,32.813056,-117.1375,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,5,VMC,TAXI,5
318.9,39.838889,-83.845,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
154.7,31.612222,-97.230278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
60.9,61.661667,-157.145277,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,5,VMC,TAKEOFF,5
4.4,60.338333,-146.258056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
2134.7,6.171667,-75.424445,INCIDENT,MINOR,2,TURBO FAN,BUSINESS,0,0,0,5,VMC,LANDING,5
0,59.534722,-153.554722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,TAXI,5
1541,42.204722,1.245277,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,5,,CRUISE,5
145,32.847222,-96.851667,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,5,VMC,TAKEOFF,5
640.9,36.099444,-115.1625,NON-FATAL,MINOR,2,TURBO JET,BUSINESS,0,0,0,5,VMC,STANDING,5
640.9,36.099444,-115.1625,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,BUSINESS,0,0,0,5,VMC,STANDING,5
235.3,43.991389,-88.548611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,3,2,0,VMC,APPROACH,5
39.9,61.215278,-149.838889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,LANDING,5
29,52.180556,-9.523611,INCIDENT,SUBSTANTIAL,2,TURBO FAN,BUSINESS,0,0,0,5,,TAKEOFF,5
372.6,40.752778,-82.724445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
461.3,34.085277,-117.146389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
299.2,35.1675,-86.065833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,3,0,VMC,STANDING,5
868.6,34.5975,-117.383056,INCIDENT,MINOR,4,TURBO FAN,POSITIONING,0,0,0,5,VMC,CLIMB,5
129.2,33.833334,-116.5,INCIDENT,MINOR,2,TURBO FAN,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
319.8,44.3275,-93.310833,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,PERSONAL,0,0,0,5,VMC,DESCENT,5
298.3,58.25,-135.26,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
26.1,30.635833,-86.989444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,2,3,VMC,STANDING,5
1285.9,40.786389,-111.973056,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,5,VMC,STANDING,5
101.7,33.890277,-89.019445,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,EXECUTIVE/CORPORATE,0,0,2,3,VMC,LANDING,5
171.6,33.177778,-86.783334,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
1.1,26.078056,-80.1425,NON-FATAL,MINOR,1,TURBO FAN,UNKNOWN,0,1,0,4,VMC,TAXI,5
179.8,39.844166,-89.678056,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,BUSINESS,0,0,0,5,IMC,LANDING,5
904.4,48.306111,-114.253611,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,1,2,2,VMC,LANDING,5
2007.4,40.481389,-107.217778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
0,25.403611,-77.773889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,3,VMC,TAKEOFF,5
868.6,43.564167,-116.222778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,LANDING,5
234,40.795555,-89.613333,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
34.8,41.570556,-71.121389,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,1,4,VMC,TAKEOFF,5
1296.9,36.899166,-111.457222,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,5,VMC,DESCENT,5
301.5,33.871945,-84.301111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
374.1,47.392777,-120.198333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,APPROACH,5
563.8,35.809167,-83.652222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,3,2,IMC,CLIMB,5
2.8,41.258056,-72.886666,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,5,VMC,TAKEOFF,5
347.6,32.821111,-98.478611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,GO-AROUND,5
12,32.898611,-80.040555,INCIDENT,MINOR,4,TURBO FAN,FLIGHT TEST,0,0,0,5,VMC,TAXI,5
260.8,38.096111,-92.549444,INCIDENT,MINOR,2,TURBO FAN,EXECUTIVE/CORPORATE,0,0,0,5,VMC,LANDING,5
108,62.318889,-150.089444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,LANDING,5
1077.8,48.168056,-111.976389,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,OTHER WORK USE,0,0,0,5,IMC,LANDING,5
14.6,33.675556,-117.868056,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
88.8,32.523889,-94.969723,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,1,4,0,VMC,GO-AROUND,5
0.7,24.556111,-81.759444,INCIDENT,MINOR,2,TURBO FAN,BUSINESS,0,0,0,5,VMC,LANDING,5
13.4,38.686111,-75.355,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
3.9,38.213056,-122.280556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,3,2,VMC,APPROACH,5
20.3,27.219445,-81.838055,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,OTHER WORK USE,0,0,1,4,VMC,TAKEOFF,5
1098.1,35.218056,-101.703611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,EXECUTIVE/CORPORATE,0,2,3,0,VMC,APPROACH,5
-0.1,27.768611,-82.628056,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,1,4,0,VMC,TAKEOFF,5
2216.2,61.292777,-141.404722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,LANDING,5
1973.1,39.521945,-111.408333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,3,0,VMC,MANEUVERING,5
136.7,36.173611,-86.889166,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,BUSINESS,0,0,0,5,IMC,LANDING,5
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,0,0,5,,LANDING,5
1466.6,34.848333,-111.788333,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,2,0,3,VMC,LANDING,5
887,46.485833,7.05,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,PERSONAL,0,0,0,5,,LANDING,5
162.5,32.573889,-85.652778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,3,VMC,MANEUVERING,5
341.5,33.434166,-112.011389,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,5,VMC,LANDING,5
3.6,59.011389,-161.819445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,3,2,VMC,LANDING,5
0.8,40.85,-74.060833,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,5,VMC,APPROACH,5
0.8,40.85,-74.060833,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,5,VMC,APPROACH,5
74.3,31.85,-96.016667,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,PUBLIC AIRCRAFT,0,0,0,5,VMC,DESCENT,5
594,47.682778,-117.3225,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,BUSINESS,0,0,0,5,VMC,LANDING,5
691.3,36.141666,-99.303333,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,5,VMC,LANDING,5
0.6,27.768334,-82.624167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,TAKEOFF,5
643.4,36.08,-115.152222,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,5,VMC,LANDING,5
3.5,40.65,-73.783334,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,5,VMC,STANDING,5
1730.2,37.624723,-119.686111,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,5,VMC,CLIMB,5
46.2,55.116389,-162.266111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,LANDING,5
20.6,40.728889,-73.413333,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,5,VMC,CLIMB,5
1788,37.866111,-112.816111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,5,VMC,GO-AROUND,5
282.8,58.416667,-154.783333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,OTHER WORK USE,0,1,1,3,VMC,TAKEOFF,5
85.2,59.934722,-156.421111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,5,VMC,TAKEOFF,5
